"ID","Reference","Created","Status","Author","Salesperson","Supervisor","Property Branch","Branch","Property ID","Property","Property Ref","Property Account Manager","Property Certification Date","Client","Severity","Date","Due Date","Review Date","Expiry Date","Submitted Date","Last Actioned","Date Authorised","Authorisation Note","Authorisation Ref","Authorisation Name","Description","Estimated Time (mins)","Subtotal","Tax","Total","Total material cost","Total labour cost","Total Cost","Subtotal material sell","Subtotal labour sell","Subtotal margin","Tags","Service Group","Scope of Works"
18415,"QD-2210 - FIP","2026-01-30 07:35:37","FINALISED","Jamie Wright","","","","","101","Pro-Pac Packaging (BLDG 1) - 147 Newton Road, Wetherill Park, NSW 2164","39642","","2018-04-10","Kenneth R Moras Property Holdings Pty Ltd","","2026-01-30","2026-02-28","","2026-04-30","","2026-01-30 08:05:06","","","","","AFSS Inspection report",0,2404.4000,240.4400,2644.8400,320.0000,1575.0000,1895.0000,454.4000,1950.0000,21.1862,"","R DETECTION","Dear Customer,

We hope you're doing well. Following our routine annual testing, we have identified the following defect(s) that we wanted to bring to your attention, please see below:

Section 2 – Assessment results and observations
2.  Automatic Fire Detection System
At the time of assessment, the following non-compliances were observed that are required to be rectified:
-  The screen on the main FIP has become pixelated and is starting to glitch, technician to investigate if the screen can be repaired and provide customer with a solution to rectify the issue.
-  The spacing of detection under all mezzanines needs to be reviewed. Due to the large beams that are more than 300mm deep detection is required in each section between beams.

End of Life Fire Indicator Panel requires to be upgraded to the new Fire Finder Plus, due to constant issue with the current system.

5.  Occupant Warning
At the time of assessment, the following non-compliances were observed that are required to be rectified:
-  The lower ground car park was found to have to occupant warning horns that did not work. 2 x new horns required.

6.  Automatic Fire Suppression System
-  There is a small site shed on the mezzanine level that does not have any smoke detection installed.  1 x detector required.

**Kindly note further quote may be required after initial investigation.** If you have any questions or need further clarification, feel free to reach out.

Thank you for your understanding and continued support."
18382,"QD-2207 - FIP","2026-01-29 15:22:03","FINALISED","Jamie Wright","","","","","322","ESR - 1 Monier Square, Villawood - NSW 2165","39A431","","","Logos Property Management Pty Limited","","2026-01-29","2026-02-28","","2026-04-29","","2026-03-27 09:02:42","","","","","AFSS inspection Report",0,2700.0000,270.0000,2970.0000,477.0000,1700.0000,2177.0000,650.0000,2050.0000,19.3704,"","R DETECTION","Dear Customer,

We hope you're doing well. Following our routine annual testing, we have identified the following defect(s) that we wanted to bring to your attention, please see below:

Section 2 – Assessment results and observations
3.  Paths of Travel
-  The final exit gate to leave the property is fitted with a deadlock, the only way to exit the property is via a security failsafe. The failsafe on the gate needs to be connected to a general fire alarm or an emergency break glass door release installed to allow people to exit the property.

**Kindly note further quote may be required after initial investigation.** If you have any questions or need further clarification, feel free to reach out.

Thank you for your understanding and continued support."
15973,"QD-2020","2025-12-30 14:00:45","FINALISED","Jade Ogony","","","","","3367","VERTIX - 311 South Street, Marsden Park NSW 2765","39A802","","","FlameSafe Warranty (Contracts)","","2025-12-30","2026-01-30","","2026-03-30","","2025-12-30 14:01:20","","","","","Monthly Defect - Comm Fault",0,650.0000,65.0000,715.0000,0.0000,525.0000,525.0000,0.0000,650.0000,19.2308,"ALM","R DETECTION","Dear Customer,
We hope you're doing well. Following our routine monthly testing, we have identified the following defect(s) that we wanted to bring to your attention, please see below:


**Kindly note further quote may be required after initial investigation.** If you have any questions or need further clarification, feel free to reach out.

Thank you for your understanding and continued support."
11056,"QD-1641","2025-10-23 11:35:48","FINALISED","Jamie Wright","","","","","269","67 West Street, North Sydney, NSW 2055","39A368","","2024-12-19","S & E Cuccurullo","","2025-10-23","2025-11-23","","2026-01-21","","2025-10-23 11:37:19","","","","","AFSS Inspection Report October 2025",0,1800.0000,180.0000,1980.0000,1600.0000,0.0000,1600.0000,1800.0000,0.0000,11.1111,"","R DETECTION","As per scope of Works:

Section 2 – Assessment results and observations

4.  Automatic Fire Detection System
At the time of assessment, the following non-compliances were observed that are required to be rectified:
-  The fire alarm block plan installed at the fire panel is A4 in size and is very hard to read. The block plan needs to be re printed in A3."
10662,"QD-1606","2025-10-17 10:16:24","FINALISED","Jamie Wright","","","","","339","Visy Recycling - 112 Euston Road, Alexandria, NSW 2015","39A460","","2022-11-03","Lendlease Real Estate Investments Ltd C/- JLL","","2025-10-17","2025-11-17","","2026-01-15","","2025-11-27 14:07:37","","","","","AFSS Inspection Report September 2025",0,1630.0000,163.0000,1793.0000,625.0000,630.0000,1255.0000,850.0000,780.0000,23.0061,"","R DETECTION","As per scope of Works:

Section 2 – Assessment results and observations

2. Automatic Fire detection
- VESDA 2 on zone 11, shows an alarm on the fire panel but the VESDA is in faut. Further investigation is required, suspect that all VESDA filters need to be replaced due to the dusty environment.
- Zones 12, 13 and 14 would not go into alarm, further investigation is required."
10430,"QD-1586","2025-10-15 10:03:51","FINALISED","Jamie Wright","","","","","2576","JOY Building - 78 Kent Road, Mascot NSW 2020","39A707","","","Logos Property Management Pty Limited","","2025-10-15","2025-11-15","","2026-01-13","","2025-10-15 10:12:11","","","","","Gas system - reinstate",120,74380.7500,7438.0700,81818.8200,47930.1900,5690.0000,53620.1900,67390.7300,6990.0200,27.9112,"","R DETECTION","As per scope of Works

Currently the Gas system has been decommissioned required to reinstate system as per request:

1.  Replacement of the Vesda, pipework and cabling
2.  Install new detectors, break glass
3.  Replacement of as new gas bottle and activation module and connection to FIP
4.  Replacement of all gas lines and activation points
5.  Conduct room integrity test (due to the room this may require further estimate as per state of the room)
6.  All fire signs to be replaced"
9703,"QD-1510","2025-09-30 12:46:36","FINALISED","Jamie Wright","","","","","2576","JOY Building - 78 Kent Road, Mascot NSW 2020","39A707","","","Logos Property Management Pty Limited","","2025-09-30","2025-10-30","","2025-12-29","","2025-10-07 14:33:10","","","","","AFSS Inspection Report September 2025",0,2903.4200,290.3400,3193.7600,51.3900,2330.0000,2381.3900,73.4100,2830.0100,17.9798,"","R DETECTION","As per scope of Works

2.  Automatic Fire Detection System
At the time of assessment, the following non-compliances were observed that are required to be rectified:
- There are two fire panels at the entry to the building, the smaller panel will not reset unless the power is switch off and on again. Further investigation is required, a new fire panel will most likely be required.
- The manual call point is identified as zone 18 on the fire panel however, the zone block plan does not have a zone 18. The zones in the block plan need to be confirmed and the block plan updated to include any missing zones.
- The warning bell at the front entry requires a signs saying fire.

Multiple detectors Not in Config, require to check program

Further estimate maybe required after initial investigation"
9209,"QD-1483","2025-09-19 13:51:37","FINALISED","Jamie Wright","","","","","375","TRS - 170 Newton Road, Wetherill Park, NSW 2164","39A517","","2021-11-24","Newton Road Holdings Pty Ltd","","2025-09-19","2025-10-19","","2025-12-18","","2025-09-19 13:56:07","","","","","AFSS Inspection Report September 2025",1,1712.5000,171.2500,1883.7500,700.0000,630.0000,1330.0000,932.5000,780.0000,22.3358,"","R DETECTION","As per scope of Works

**Section 2 – Assessment results and observations**
1.
Smoke Alarms
At the time of assessment, the following non-compliances were observed that are required to be rectified:
-
The top floor office was found to have plastic wrapped around several smoke alarms and smoke detectors preventing the detectors from activating an alarm. The plastic needs to be removed from all detectors.
-
The word fire is missing from both strobes in the warehouse, the word fire needs to be installed."
8534,"QD-1410","2025-09-09 11:18:17","FINALISED","Jade Ogony","","","","","3631","10a Julius Ave, North Ryde NSW 2113,","000010","","","Logos Property Management Pty Limited","","2025-09-09","2025-10-09","","2025-12-08","","2025-09-11 12:09:15","","","","","5 Yearly Detection and Warning System",1800,5410.0000,541.0000,5951.0000,4176.0000,0.0000,4176.0000,5410.0000,0.0000,22.8096,"","R DETECTION",""
8519,"QD-1395","2025-09-09 08:46:41","FINALISED","Jamie Wright","","","","","2344","DLP 31 Heinrich Close, Eastern Creek","39A753","","","FlameSafe Warranty (Contracts)","","2025-09-09","2025-10-09","","2025-12-08","","2025-09-09 08:49:37","","","","","Monthly Testing July 2025",0,610.0000,61.0000,671.0000,113.5000,210.0000,323.5000,150.0000,460.0000,46.9672,"","R DETECTION","Dear Customer,

We hope you're doing well. Following our routine monthly testing, we have identified the following defect(s) that we wanted to bring to your attention:

Please see below.

Detector in fault - further estimate maybe required after initial investigation

If you have any questions or need further clarification, feel free to reach out.

Thank you for your understanding and continued support."
8488,"QD-1384","2025-09-08 10:14:25","FINALISED","Jade Ogony","","","","","3567","16 Rodborough Rd, Frenchs Forest, NSW 2086","00008","","","Logos Property Management Pty Limited","","2025-09-08","2025-10-08","","2025-12-07","","2025-09-09 11:05:37","","","","","5 Yearly Detection and Warning System",350,3820.0000,382.0000,4202.0000,2943.0000,0.0000,2943.0000,3820.0000,0.0000,22.9581,"","R DETECTION","**Comprehensive Fire Alarm System Testing & Maintenance**
Ensure your building is fully compliant and safe with our expert 5-yearly sensitivity testing of the fire detection system, in line with the Fire Alarm standards AS 1851.6-2012. Our team will perform a thorough inspection of both the detection system and the Fire Indicator Panel, ensuring that everything operates smoothly and efficiently.

**Enhanced Sound System Testing for Emergencies**
Safety is our priority. We’ll test the sound pressure levels and intelligibility of your emergency sound system in all buildings to ensure your building meets the Australian standards. 

**What’s Not Included**:
Please note that the following are outside the scope of this service:
•	Security and parking arrangements (if required).
•	Use of lifts for heavy equipment transportation (if applicable).
•	Work outside of the designated areas or beyond normal working hours.
•	High-reach equipment for specialized tasks.

**Let’s Make Sure Your Building Stays Safe and Compliant**
Contact us today to schedule your testing and stay ahead of potential issues. We're here to help ensure your building’s fire safety systems are ready for whatever comes your way!"
8487,"QD-1383","2025-09-08 10:12:03","FINALISED","Jade Ogony","","","","","3566","10 Julius Ave, North Ryde NSW, 2113","00007","","","Logos Property Management Pty Limited","","2025-09-08","2025-10-08","","2025-12-07","","2025-09-09 11:12:13","","","","","5 Yearly Detection and Warning System",3750,11410.0000,1141.0000,12551.0000,8807.0000,0.0000,8807.0000,11410.0000,0.0000,22.8133,"","R DETECTION","**Comprehensive Fire Alarm System Testing & Maintenance**
Ensure your building is fully compliant and safe with our expert 5-yearly sensitivity testing of the fire detection system, in line with the Fire Alarm standards AS 1851.6-2012. Our team will perform a thorough inspection of both the detection system and the Fire Indicator Panel, ensuring that everything operates smoothly and efficiently.

**Enhanced Sound System Testing for Emergencies**
Safety is our priority. We’ll test the sound pressure levels and intelligibility of your emergency sound system in all buildings to ensure your building meets the Australian standards. 

**What’s Not Included**:
Please note that the following are outside the scope of this service:
•	Security and parking arrangements (if required).
•	Use of lifts for heavy equipment transportation (if applicable).
•	Work outside of the designated areas or beyond normal working hours.
•	High-reach equipment for specialized tasks.

**Let’s Make Sure Your Building Stays Safe and Compliant**
Contact us today to schedule your testing and stay ahead of potential issues. We're here to help ensure your building’s fire safety systems are ready for whatever comes your way!"
8485,"QD-1381","2025-09-08 10:08:10","FINALISED","Jade Ogony","","","","","3565","205-231 Fairfield Rd, Guildford West, NSW 2161","00006","","","Logos Property Management Pty Limited","","2025-09-08","2025-10-08","","2025-12-07","","2025-09-11 12:21:05","","","","","5 Yearly Detection and Warning System",650,4220.0000,422.0000,4642.0000,3253.0000,0.0000,3253.0000,4220.0000,0.0000,22.9147,"","R DETECTION","**Comprehensive Fire Alarm System Testing & Maintenance**
Ensure your building is fully compliant and safe with our expert 5-yearly sensitivity testing of the fire detection system, in line with the Fire Alarm standards AS 1851.6-2012. Our team will perform a thorough inspection of both the detection system and the Fire Indicator Panel, ensuring that everything operates smoothly and efficiently.

**Enhanced Sound System Testing for Emergencies**
Safety is our priority. We’ll test the sound pressure levels and intelligibility of your emergency sound system in all buildings to ensure your building meets the Australian standards. 

**What’s Not Included**:
Please note that the following are outside the scope of this service:
•	Security and parking arrangements (if required).
•	Use of lifts for heavy equipment transportation (if applicable).
•	Work outside of the designated areas or beyond normal working hours.
•	High-reach equipment for specialized tasks.

**Let’s Make Sure Your Building Stays Safe and Compliant**
Contact us today to schedule your testing and stay ahead of potential issues. We're here to help ensure your building’s fire safety systems are ready for whatever comes your way!"
8416,"QD-1375","2025-09-04 13:49:47","FINALISED","Jamie Wright","","","","","364","ACU - Building 533 - 33 Berry Street, North Sydney - NSW 2055","39A497","","2021-08-26","Australian Catholic Universities (ACU)","","2025-09-04","2025-10-04","","2025-12-03","","2025-09-04 13:53:32","","","","","FAIL SAFE DEVICES rectification",0,1308.2000,130.8200,1439.0200,383.2500,630.0000,1013.2500,528.2000,780.0000,22.5462,"","R DETECTION","Defects found on fail safe device that require rectification

1. Level 11 lift foyer - BG Door release on incorrect side of egress door
2. Level 9 lift foyer - Install BG Door release on egress side of door
3. Level 3 to lift foyer near services riser - Replace BG door release, BG does not lock closed, damaged
4. Level 2 to lift foyer near services riser Level 2 to lift foyer near services riser - Install break glass door release
5. Ground office exit to gym corridor - Install break glass door release for non fire egress"
8296,"QD-1344","2025-09-02 11:54:47","FINALISED","Jamie Wright","","","","","127","Goodman AU058 - Bungaribee Industrial Estate - 71 Huntingwood Drive Building 2, Huntingwood, NSW, 2148","39757 AU058","","2024-10-30","Goodman Property Services (Aust) Pty Limited SC01822","","2025-09-02","2025-10-02","","2025-12-01","","2025-09-02 12:20:48","","","","","5 Yearly Detection and Warning System",601,3930.0000,393.0000,4323.0000,3011.0000,0.0000,3011.0000,3930.0000,0.0000,23.3842,"","R DETECTION","**Comprehensive Fire Alarm System Testing & Maintenance**
Ensure your building is fully compliant and safe with our expert 5-yearly sensitivity testing of the fire detection system, in line with the Fire Alarm standards AS 1851.6-2012. Our team will perform a thorough inspection of both the detection system and the Fire Indicator Panel, ensuring that everything operates smoothly and efficiently.

**Enhanced Sound System Testing for Emergencies**
Safety is our priority. We’ll test the sound pressure levels and intelligibility of your emergency sound system in all buildings to ensure your building meets the Australian standards. 

**What’s Not Included**:
Please note that the following are outside the scope of this service:
•	Security and parking arrangements (if required).
•	Use of lifts for heavy equipment transportation (if applicable).
•	Work outside of the designated areas or beyond normal working hours.
•	High-reach equipment for specialized tasks.

**Let’s Make Sure Your Building Stays Safe and Compliant**
Contact us today to schedule your testing and stay ahead of potential issues. We're here to help ensure your building’s fire safety systems are ready for whatever comes your way!"
8294,"QD-1342","2025-09-02 11:47:16","FINALISED","Jamie Wright","","","","","311","AU079 Greystanes Park East - (BLDG 2) Marshall Batteries/Concept Paints 1 Reconciliation Rise PEMULWUY, 2145, NSW","39A420 AU079","","2023-11-13","Goodman Property Services (Aust) Pty Limited SC01822","","2025-09-02","2025-10-02","","2025-12-01","","2025-09-02 11:48:08","","","","","5 yearly FIP/OWS",0,1190.0000,119.0000,1309.0000,916.0000,0.0000,916.0000,1190.0000,0.0000,23.0252,"","R DETECTION","**Comprehensive Fire Alarm System Testing & Maintenance**
Ensure your building is fully compliant and safe with our expert 5-yearly sensitivity testing of the fire detection system, in line with the Fire Alarm standards AS 1851.6-2012. Our team will perform a thorough inspection of both the detection system and the Fire Indicator Panel, ensuring that everything operates smoothly and efficiently.

**Enhanced Sound System Testing for Emergencies**
Safety is our priority. We’ll test the sound pressure levels and intelligibility of your emergency sound system in all buildings to ensure your building meets the Australian standards. 

**What’s Not Included**:
Please note that the following are outside the scope of this service:
•	Security and parking arrangements (if required).
•	Use of lifts for heavy equipment transportation (if applicable).
•	Work outside of the designated areas or beyond normal working hours.
•	High-reach equipment for specialized tasks.

**Let’s Make Sure Your Building Stays Safe and Compliant**
Contact us today to schedule your testing and stay ahead of potential issues. We're here to help ensure your building’s fire safety systems are ready for whatever comes your way!"
8290,"QD-1338","2025-09-02 11:28:28","FINALISED","Jamie Wright","","","","","324","GoodmanAU079 Greystanes Park East - (BLDG 4) 3M, 5 Reconciliation Rise PEMULWUY, 2145, NSW","39A435 AU079","","2023-11-13","Goodman Property Services (Aust) Pty Limited SC01822","","2025-09-02","2025-10-02","","2025-12-01","","2025-09-02 11:30:55","","","","","5 Yearly Detection and Warning System",120,2124.0000,212.4000,2336.4000,1636.0000,0.0000,1636.0000,2124.0000,0.0000,22.9755,"","R DETECTION","**Comprehensive Fire Alarm System Testing & Maintenance**
Ensure your building is fully compliant and safe with our expert 5-yearly sensitivity testing of the fire detection system, in line with the Fire Alarm standards AS 1851.6-2012. Our team will perform a thorough inspection of both the detection system and the Fire Indicator Panel, ensuring that everything operates smoothly and efficiently.

**Enhanced Sound System Testing for Emergencies**
Safety is our priority. We’ll test the sound pressure levels and intelligibility of your emergency sound system in all buildings to ensure your building meets the Australian standards. 

**What’s Not Included**:
Please note that the following are outside the scope of this service:
•	Security and parking arrangements (if required).
•	Use of lifts for heavy equipment transportation (if applicable).
•	Work outside of the designated areas or beyond normal working hours.
•	High-reach equipment for specialized tasks.

**Let’s Make Sure Your Building Stays Safe and Compliant**
Contact us today to schedule your testing and stay ahead of potential issues. We're here to help ensure your building’s fire safety systems are ready for whatever comes your way!"
8286,"QD-1334","2025-09-02 10:56:31","FINALISED","Jamie Wright","","","","","361","Goodman AU870 - Chep - 13-15 Interchange Drive, Eastern Creek - NSW 2766","39A501 AU870","","2024-10-22","Goodman Property Services (Aust) Pty Limited SC01822","","2025-09-02","2025-10-02","","2025-12-01","","2025-09-02 10:59:13","","","","","5 Yearly Detection and Warning System",121,2094.0000,209.4000,2303.4000,1595.0000,0.0000,1595.0000,2094.0000,0.0000,23.8300,"","R DETECTION","**Comprehensive Fire Alarm System Testing & Maintenance**
Ensure your building is fully compliant and safe with our expert 5-yearly sensitivity testing of the fire detection system, in line with the Fire Alarm standards AS 1851.6-2012. Our team will perform a thorough inspection of both the detection system and the Fire Indicator Panel, ensuring that everything operates smoothly and efficiently.

**Enhanced Sound System Testing for Emergencies**
Safety is our priority. We’ll test the sound pressure levels and intelligibility of your emergency sound system in all buildings to ensure your building meets the Australian standards. 

**What’s Not Included**:
Please note that the following are outside the scope of this service:
•	Security and parking arrangements (if required).
•	Use of lifts for heavy equipment transportation (if applicable).
•	Work outside of the designated areas or beyond normal working hours.
•	High-reach equipment for specialized tasks.

**Let’s Make Sure Your Building Stays Safe and Compliant**
Contact us today to schedule your testing and stay ahead of potential issues. We're here to help ensure your building’s fire safety systems are ready for whatever comes your way!"
8253,"QD-1329","2025-09-01 12:57:17","FINALISED","Jamie Wright","","","","","1948","2-14 Elsie Street","39A738","","","MAXAM & CO","","2025-09-01","2025-10-01","","2025-11-30","","2025-09-02 09:52:01","","","","","IVFA Fitout",541,15538.6300,1553.8600,17092.4900,6238.7000,6020.0000,12258.7000,8132.6000,7406.0300,21.1082,"","R DETECTION","Maxam & Co are working on a fit out for IVF Australia on level 5 and were hoping you can provide a quote to relocate existing detectors, speakers (5 total) & add fire trips for 2 doors.

SCOPE OF WORKS
•	Allowance to make safe existing below ceiling smoke detectors prior to building works
•	Supply and install 10 new smoke detectors and cable to suit new layout. 
•	Relocate 2 existing smoke detectors and cable. 
•	Supply and install 9 new OWS speakers and cable to suit new layout 
•	Relocate 2 existing OWS speaker and cable
•	Allowance for a security fire trip
•	Allowance for fixing & sundries
•	Supply & install 1 new 2.5KG ABE fire extinguishers and signage
•	Supply & install 1 new fire blanket & signage
•	Allowance for as installed drawings and certificates
•	CDC"
8156,"QD-1323","2025-08-29 14:02:09","FINALISED","Jamie Wright","","","","","177","Barangaroo Culture Space Building - Cnr Towns Place and Dalgety Road, Millers Point, NSW 2000","39A102","","2019-07-02","Placemaking NSW c/- Cushman & Wakefield Pty Ltd","","2025-08-29","2025-09-29","","2025-11-27","","2025-09-01 13:49:25","","","","","AFSS Inspection Report August 2025",0,1870.0000,187.0000,2057.0000,54.0000,1490.0000,1544.0000,80.0000,1790.0000,17.4332,"","R DETECTION","As per scope of Works

**Section 2 – Assessment results and observations**

2. **Automatic Fire Detection System & EWIS**
At the time of assessment, the following non-compliances were observed that are required to be rectified:
- There are several faults and isolation on the fire panel due to the construction works on ground level that are affecting the performance of the detection and occupant warning system (refer to service report).
- The smoke detection in the car park and main switch rooms does not activate the occupant warning system, further investigation is required.
- All BGA’s failed to activate the occupant warning system; further investigation is required.
- The red BGA at the car park entry is wired incorrectly for a red BGA, the BGA needs to be changed to white or re wired.
- The strobe failed to operate when the BGA on the fire panel was activated, further investigation is required.
- The PA failed to work in the car park, further investigation is required.

**Detection**
Location
- Switch Room, Under Construction - L1D2
- Switch Room, Check programming of FIP L1D1

**EWIS □ / OWS **
Ground Floor - Under construction
Water Re-Use Pump Room - No access
Basement 2, North Exit - BGA & WIP not EVAC on EWIS needs to be programmed in panel
Basement 2, O/S Lift - BGA & WIP not EVAC on EWIS needs to be programmed in panel
Basement 1, Ramp Out - BGA - Is meant to be white BGA and did not operate EWIS.
Level 1 - Under construction

Further estimate maybe required due to construction, and any major issues located"
7466,"QD-1273","2025-08-18 13:20:47","FINALISED","Jamie Wright","","","","","354","Labour Council of NSW - 377-383 Sussex Street, Sydney, NSW 2000","39A478","","2023-04-04","Unions NSW Property and Services Limited","","2025-08-18","2025-09-18","","2025-11-16","","2025-08-25 14:17:01","","","","","Fire Detector isolations and deisolations",0,920.0000,92.0000,1012.0000,0.0000,420.0000,420.0000,0.0000,920.0000,54.3478,"","R DETECTION","x2 attendance – x1 for deactivation & x1 for activation one floor area (tenancy & common area ) within business hours ."
6668,"QD-1136","2025-07-30 12:26:50","FINALISED","Jamie Wright","","","","","500","83-87 Market Street, Sydney, NSW 2000","39A612","","2024-09-18","Mercer Property Pty Ltd","","2025-07-30","2025-08-30","","2025-10-28","","2025-09-12 11:04:07","","","","","AFSS Inspection Report 09072025",0,4420.0100,442.0000,4862.0100,1610.0000,2100.0000,3710.0000,1820.0000,2600.0100,16.0635,"","R DETECTION","2. **EWIS**
At the time of assessment, the following non-compliance was observed that are required to be rectified:
- The hose reel cabinet on level 1 is missing the EWIS sign to show the location of the EWIS phone.
- The occupant warning system and PA did not work in the roof top plant room or lift motor room. Further investigation is required.  
8. **Automatic Fire Detection System**
At the time of assessment, the following non-compliance was observed that are required to be rectified:
- The basement level electrical cupboard has a cap on the detector, basement level and jewellery shop has not been tested (not done from 2023).
- L1 has a smoke detector hanging from the ceiling (not done from 2023).
- The fire detection block plan has had many changes, the block plan needs to be updated to include the amendments and change of zones. When the new block plan is created the WIP and break glass on each level needs to be identified on the block plan.
- The detectors on level 6 are all tapped up or capped off, the tape needs to be removed and re attendance is required to test the new detection on this level."
6083,"QD-1065","2025-07-08 15:13:47","FINALISED","Jade Ogony","","","","","127","Goodman AU058 - Bungaribee Industrial Estate - 71 Huntingwood Drive Building 2, Huntingwood, NSW, 2148","39757 AU058","","2024-10-30","Goodman Property Services (Aust) Pty Limited SC01822","","2025-07-08","2025-08-08","","2025-10-06","","2025-07-08 15:13:58","","","","","Monthly Defect July 2025 - Panel Fault",0,460.0000,46.0000,506.0000,0.0000,210.0000,210.0000,0.0000,460.0000,54.3478,"ALM","R DETECTION","Dear Customer,

We hope you're doing well. Following our routine monthly testing, we have identified the following defect(s) that we wanted to bring to your attention:

Please see below.
 - Fire Panel fault for loop 5 sensor 29 and 31 - further investigation required. 


unable to be determined until after further investigation/action which we seek your approval to
commence investigation. Minimum callouts charge applicable."
6082,"QD-1064","2025-07-08 15:10:31","FINALISED","Jade Ogony","","","","","628","Mandarin Centre - 65 Albert Ave, Chatswood NSW 2067","39A677","","2026-02-11","Mandarin Developments Pty Ltd C-/ Colliers International (NSW) Pty Ltd","","2025-07-08","2025-08-08","","2025-10-06","","2025-08-18 10:18:43","","","","","Monthly Defect July 2025 - Panel Fault",0,980.0000,98.0000,1078.0000,0.0000,630.0000,630.0000,0.0000,980.0000,35.7143,"ALM","R DETECTION","Dear Customer,

We hope you're doing well. Following our routine monthly testing, we have identified the following defect(s) that we wanted to bring to your attention:

Please see below.

This Estimate is for the initial inspection of the faults on the FIP, due to End of life determine if possible to clean out detectors, or other solutions if possible, further estimate maybe required.

- Fire Panel is in fault - Loop 1 Detector 19 (shop 203) - further investigation required."
5417,"QD-0927","2025-06-06 10:47:09","FINALISED","Jade Ogony","","","","","268","Rickoh - 364-372 Kent Street, Sydney, NSW 2000","39A366","","2019-08-06","Mercer Property Pty Ltd","","2025-06-06","2025-07-06","","2025-09-04","","2025-06-06 10:47:36","","","","","APFS Report 2025 - Detection and Warning System",0,1040.0000,104.0000,1144.0000,0.0000,840.0000,840.0000,0.0000,1040.0000,19.2308,"ALM","R DETECTION","Following on from annual testing, the following defect(s) were been found:
- The site is fitted with AS1668 smoke detection with a smoke detector installed outside the lift on each floor. The smoke cables for the smoke detection are hanging out of the fire alarm panel not connected. The detectors need to be connected to the fire panel and tested for correct operations.

- The occupant warning system did not work on level 1, further investigation is required."
