"ID","Number","Invoice Ref","Created","Updated","Author","Description","Property Ref","Property","Branch","Client Ref","Client","Billing Card Ref","Billing Card Name","Date","Due Date","Days Overdue","Last Reminder Sent At","Subtotal","Tax","Total","Credit Total","Status","Task Ref","Task Name","Task ID","Task Status","Task Cost Centre","Task Category","Task Service Group"
12146,"U0004267","Work Order No: 323417 Purchase Order No: 564128","2025-11-18 15:53:50","2025-12-06 03:19:45","Jamie Wright","","39413 AU543","Goodman AU543 - 33-38 Quarry Road (Bld B, Bld C & Bld D), Erskine Park, NSW 2759","","","Goodman Property Services (Aust) Pty Limited SC01822","CO-074","Goodman Property Services (Aust) Pty Limited","2025-11-18","2025-12-30",107,"","460.0000","46.0000","506.0000",0.00,"PAID","T-22826","VESDA 10 in alert alarm again","22826","COMPLETE","","Callout","R DETECTION"
12049,"U0004262","","2025-11-18 10:37:34","2025-12-12 03:11:07","Jamie Wright","Investigated faults .

New door mag ordered .

Vesdas required next filters .
Will order and return to site

7/11 - replaced filters , cleared vesda faults
Replaced door mag LG floor ,

New door mag required for lvl 3

14/11 - works completed . Lvl 3 door not required","39A671","State Library of NSW - 1 Shakespeare Place, Sydney, NSW 2000","","1124","State Library of NSW","CO-2703","Library Council of NSW","2025-11-18","2025-12-30",107,"","1462.0000","146.2000","1608.2000",0.00,"PAID","T-21890","Vesda fault investigation","21890","COMPLETE","","Callout","R DETECTION"
12048,"U0004261","W15074179","2025-11-18 10:09:26","2025-12-06 03:19:45","Jamie Wright","As per accepted defect quote QD-1746 dated 14-11-2025.","39A181","91 Phillip Street, Parramatta, NSW 2150","","","REI Property Sub Pty Ltd ATF REI Property Sub Trust C/- Knight Frank Australia Pty Ltd","CO-070","Knight Frank Australia Pty","2025-11-18","2025-12-30",107,"","537.5000","53.7500","591.2500",0.00,"AUTHORISED","T-22828","Monthly Testing November 2025 - FIP Faults (Quote QD-1746)","22828","COMPLETE","","Repair","R DETECTION"
12047,"U0004260","Purchase Order 562564 Work Order No: 322604","2025-11-18 10:07:46","2025-12-06 03:19:45","Jamie Wright","Investigated faults as reported ,

Replaced detectors - in units 6

Detectors in unit - 14 .

Change description on detectors programming .
Repairs on modules .

Panel reinstated back to normal","39A416 AU019","Goodman AU019 - Transtech Business Park - 12 Mars Road, Lane Cove West, NSW 2066","","","Goodman Property Services (Aust) Pty Limited SC01822","CO-074","Goodman Property Services (Aust) Pty Limited","2025-11-18","2025-12-30",107,"","850.0000","85.0000","935.0000",0.00,"PAID","T-22213","Multiple faults require investigation","22213","COMPLETE","","Callout","R DETECTION"
12046,"U0004259","Work Order No: 322752 Purchase Order No: 562880","2025-11-18 10:05:14","2025-12-06 03:19:45","Jamie Wright","Turned up to site found network down rebooted system now all working. This fire system is due for replacement. Also repaired. Wagner fault photos and documents.","39A116 D AU106","Goodman AU106 - M5 Industry Park - Building 4 - 1 Moorebank Avenue, Moorebank NSW 2071","","","Goodman Property Services (Aust) Pty Limited  SC01822","CO-074","Goodman Property Services (Aust) Pty Limited","2025-11-18","2025-12-30",107,"","460.0000","46.0000","506.0000",0.00,"PAID","T-22243","Lisa has messaged a photo of the mimic panel in Fuji building 4 foyer and has requested attendance.…","22243","COMPLETE","","Callout","R DETECTION"
12017,"U0004258","87-A","2025-11-18 09:11:08","2025-12-04 03:17:31","Jamie Wright","Revisit with mech contractor

17/11 - traced Fire trip cabling found Cut - left near sprinkler pump .

Cut off cabling re-run to nearest relay module
For general fire trip .

See pics attached","39933","Elizabeth Towers -  418A Elizabeth Street, Surry Hills, NSW 2010","","164","X Commercial","CO-1731","DB Property Services Pty Ltd","2025-11-18","2025-12-30",107,"","720.0000","72.0000","792.0000",0.00,"PAID","T-20052","MSSB-R-E fire trip relay to be rectified -","20052","COMPLETE","","Callout","R DETECTION"
12016,"U0004257","Work Order / ID #122456","2025-11-18 09:08:39","2026-01-24 03:17:39","Jamie Wright","Return with detectors .

Organise access unit 4 warehouse . To replace detector . Ampac addressable smoke . Maybe also replace extra detector maintenance fault

Isolated by brigade /others . L2D5 Z3","39A664","SP 106016 - 9 Lindsay Street, Rockdale, NSW 2166","","","The Owners - Strata Plan 106016 C/O Beaumont Strata Management Pty Ltd","*None","Beaumont Strata Plan Management Strata Plan 83109","2025-11-18","2025-12-30",107,"","460.0000","46.0000","506.0000",0.00,"PAID","T-17896","investigate the false alarm","17896","COMPLETE","","Callout","R DETECTION"
12015,"U0004256","1004897668","2025-11-18 09:07:16","2026-02-18 03:16:53","Jamie Wright","10/7 phone call facilities - attended site vesdas going in/out of fault .

Normalised all vesdas , x2 vesdas need pipe cleaning filter changes .

12/7 - adjusted lvls of pipes 2-4 nth vesda ,adjusted lvls sth void vesda . Nth vesda cleaned pipes 2/3 , 4 requires cleaning (scissor required,booked in with facilities and carpenters for man hole to be installed to clean void pipes .

Checked 16 vesdas airflows , lvl 2 and CARPARK .

Normalised all 6 units cleaned vesda 4 pipes - 2 units left to clean pipe (scissor onsite) facilities will let me know when to attend . Lvl 3 control room .

5/8 - works booked in 23/8 -24/8 , use of scissor
Lift x2 man clean vesda pipes ,change filters .

11/11 - phone call from facilities ,gav .faults FIP .
Further investigation. Filters required x22 .be normalised , 1x detector .

16/11 repairs on vesdas - normalised .","39A337","(ROC) Rail Operations Centre - Mandible & Wyndham Street, Alexandria, NSW 2015","","1002","Sydney Trains","CO-2217","Sydney Trains ( Transport for NSW)","2025-11-18","2025-12-30",107,"","7963.7200","796.3700","8760.0900",0.00,"PAID","T-13774","VESDA Lvl 3","13774","COMPLETE","","Callout","R DETECTION"
12013,"U0004254","PO#16112025","2025-11-18 08:26:03","2025-11-30 03:05:42","Jamie Wright","16/11 - phone call from Jae to attend site , stop level 5 sliding door sounder going off .

Found , fire panel had been hit by lightening .
Relay card has been burnt out .

Multiple faults on FIP , found conventional card x2 offline and 1x loop card .

Replacements of card required to reinstate panel back to normal .

17/11 - picked parts from supplier .

Attended site replaced cards on FIP .
Installed fuse links on relay cards out to field ccts.

Panel /earth fault restored back to normal .

3 faults on FIP - 2 faults to follow up with new PO (BM to send through request x2 man ) zones lvl 5&7 conventional

1 fault lvl 6 conventional - minor works department office fit out .","39A728","Level 6 - 45 Jones Street, Ultimo, NSW 2148","","725","Serbale Pty Limited","*None","Serbale P/L","2025-11-18","2025-12-30",107,"","3174.7600","317.4800","3492.2400",0.00,"PAID","T-22639","Phone call JAE - BM 45 jones st Ultimo","22639","COMPLETE","","Callout","R DETECTION"
11980,"U0004253","025794","2025-11-17 13:34:36","2025-12-26 03:17:33","Jamie Wright","Repaired Vesda pipe","39978","COLES RRM - 54 Templar Road, Erskine Park, NSW 2759","","703","Retail Ready Operations Australia","CO-2099","Retail Ready Operations Australia","2025-11-17","2025-12-30",107,"","460.0000","46.0000","506.0000",0.00,"PAID","T-20814","Fire Panel Alarm investigation","20814","COMPLETE","","Callout","R DETECTION"
11787,"U0004126","93","2025-11-14 15:14:38","2025-12-19 03:14:42","Jamie Wright","Full function fire testing with mech contractors .

All fire controls and FIP working normal","39933","Elizabeth Towers -  418A Elizabeth Street, Surry Hills, NSW 2010","","164","X Commercial","CO-1731","DB Property Services Pty Ltd","2025-11-14","2025-12-30",107,"","1260.0000","126.0000","1386.0000",0.00,"PAID","T-22179","Investigate the essential switchboard without fire trip","22179","COMPLETE","","Callout","R DETECTION"
11785,"U0004124","","2025-11-14 13:49:59","2025-12-24 03:01:01","Jamie Wright","John M. 24-09-2025
Found both maintenance fault detectors.
Cleaned both detectors and cleared faults.
Faults remaining from construction works - extra devices and address changes. See attachments.","39A434","Metrolink Corporate Park - 197-201 Coward Street  Mascot, NSW 2020","","","The Trust Company (Australia) Ltd ATF Ascendas Business Park Trust No.1 C/- Colliers","CO-504","Colliers International","2025-11-14","2025-12-30",107,"","460.0000","46.0000","506.0000",0.00,"PAID","T-18121","Faults on FIP","18121","COMPLETE","","Callout","R DETECTION"
11784,"U0004123","","2025-11-14 13:47:26","2025-12-24 03:01:01","Jamie Wright","Normalised system back to normal

Replaced detector in fault building B lvl 6 supply air det

Panel reset back to normal","39A434","Metrolink Corporate Park - 197-201 Coward Street  Mascot, NSW 2020","","","The Trust Company (Australia) Ltd ATF Ascendas Business Park Trust No.1 C/- Colliers","CO-504","Colliers International","2025-11-14","2025-12-30",107,"","460.0000","46.0000","506.0000",0.00,"PAID","T-19205","Fire alarm going off","19205","COMPLETE","","Callout","R DETECTION"
11782,"U0004121","W14996308","2025-11-14 12:43:00","2025-12-06 03:19:48","Jamie Wright","As per accepted defect quote QD-1621 dated 21-10-2025.","39A208","Gateway Business Park - Unit 3/9/10 - 63-79 Parramatta Road, Silverwater, NSW 2128","","Knight Frank Australia Pty Ltd","Cambooya Properties C/o Knight Frank Australia Pty Ltd","CO-070","Knight Frank Australia Pty","2025-11-14","2025-12-30",107,"","460.0000","46.0000","506.0000",0.00,"PAID","T-20956","investigate the detectors (Quote QD-1621)","20956","COMPLETE","","Repair","R DETECTION"
11681,"U0004106","WO- 323116 PO- 563579","2025-11-13 11:20:49","2025-11-30 03:05:44","Jade Ogony","","39A416 AU019","Goodman AU019 - Transtech Business Park - 12 Mars Road, Lane Cove West, NSW 2066","","","Goodman Property Services (Aust) Pty Limited SC01822","CO-074","Goodman Property Services (Aust) Pty Limited","2025-11-13","2025-12-30",107,"","650.0000","65.0000","715.0000",0.00,"PAID","T-22539","Admin for Verified and Vendor","22539","COMPLETE","","Callout","R DETECTION"
11571,"U0004072","Work Order Number W14951782","2025-11-12 15:49:27","2025-12-03 03:10:28","Jamie Wright","As per accepted defect quote QD-1602 dated 17-10-2025.","39A283","18 Smith Street, Parramatta, NSW 2150","","","EUREKA FUND 5 PTY LIMITED ATF EUREKA PROPERTY FUND C/- Knight Frank Australia Pty Ltd","CO-070","Knight Frank Australia Pty","2025-11-12","2025-12-30",107,"","4322.5100","432.2500","4754.7600",0.00,"PAID","T-20104","Monthly Testing September 2025 (Quote QD-1602)","20104","COMPLETE","","Repair","R DETECTION"
11570,"U0004071","","2025-11-12 15:23:58","2025-12-05 03:10:52","Jamie Wright","Tested fire system for evacuation drill","39875","Costco Casula - 20 Parkers Farm Place, Casula, 2170 NSW","","","Costco Wholesale Australia New Zealand","CO-1742","Costco Wholesale Australia Pty Ltd","2025-11-12","2025-12-30",107,"","460.0000","46.0000","506.0000",0.00,"PAID","T-20073","Evacuation Drill at Costco Crossroads","20073","COMPLETE","","Callout","R DETECTION"
11569,"U0004070","","2025-11-12 15:21:33","2026-03-26 03:01:36","Jamie Wright","Isolated detection for building works

Returned to site reinstated back to normal","39964","Ya Zhou Wen Hua Enterprises - 541-543 Kent Street, Sydney, NSW 2000 - NSW 2134","","168","C/- ED Realty","CO-1954","ED Realty","2025-11-12","2025-12-30",107,"","920.0000","92.0000","1012.0000",0.00,"PAID","T-20072","level 3 541-543 Kent St Sydney - Isolations","20072","COMPLETE","","Callout","R DETECTION"
11568,"U0004069","","2025-11-12 15:18:14","2025-12-05 03:10:52","Jamie Wright","Replaced smoke detector going in/out of pre alarm lvl 3 - sensor 11 Macquarie building .

Investigated , door mag not working .

Found cables have come of solder .
New mag to be installed .

5/11 - T21890 , same door mag .

Charge for detector","39A671","State Library of NSW - 1 Shakespeare Place, Sydney, NSW 2000","","1124","State Library of NSW","CO-2703","Library Council of NSW","2025-11-12","2025-12-30",107,"","564.0000","56.4000","620.4000",0.00,"PAID","T-20088","We have a sensor on Lev 3 Macquarie building that is playing up. & Magnet on door  Can you have so…","20088","COMPLETE","","Callout","R DETECTION"
11567,"U0004068","","2025-11-12 15:10:19","2025-11-30 03:05:45","Jamie Wright","Attended site due to alarms - cool room detectors to be replaced .

12/11 - replaced detectors in cool room lvl 1 - kitchen

X2 conventional weather proof heat detectors .","39666","Club Ashfield - 1-11 Charlotte Street, Ashfield, NSW 2131","","48","Ashfield Catholic & Community Club Ltd","CO-1610","Ashfield Catholic & Community Club Ltd","2025-11-12","2025-12-30",107,"","1434.4000","143.4400","1577.8400",0.00,"PAID","T-21946","Faulty Detector replacement","21946","COMPLETE","","Callout","R DETECTION"
11561,"U0004062","Please use my name as purchase order - Ian Cross","2025-11-12 14:49:30","2026-01-22 03:08:13","Jamie Wright","Fault on flow switch in car park repaired and line resistor fault cleared system now normal photos and documents","39A166","Macquarie Tower - 10 Valentine Avenue, Parramatta, NSW 2150","","","41 George Street Pty Ltd","*None","Holdmark","2025-11-12","2025-12-30",107,"","460.0000","46.0000","506.0000",0.00,"PAID","T-22178","fire panel which is showing a fault","22178","COMPLETE","","Callout","R DETECTION"
11559,"U0004060","PU069235","2025-11-12 14:47:12","2025-11-30 03:05:45","Jamie Wright","As per accepted defect quote QD-1021 dated 01-07-2025.","39A505","ACU - Building 502 - 40 Edward Street, North Sydney - NSW 2055","","1072","Australian Catholic Universities (ACU)","CO-2387","Australian Catholic University (ACU)","2025-11-12","2025-12-30",107,"","885.0600","88.5100","973.5700",0.00,"PAID","T-17583","Monthly Defect July - Battery and Strobe (Quote QD-1021)","17583","COMPLETE","","Repair","R DETECTION"
11558,"U0004059","W14967165","2025-11-12 14:44:48","2026-01-21 03:14:51","Jamie Wright","11/11 - investigated panel faults .

Zone monitor ground fault - found break in cabling , builder cut manhole to get to cabling for repairs on cct running through . Rejoined zone ground floor restored back to normal

Replaced detector (AMPAC smoke addressable)
On lvl 7 - electrical cupboard . Due to missing .

Repaired tamper fault lvl 1 spk tamper in ceiling of riser .

Panel all restored back to normal .","39A497","ACU - Building 533 - 33 Berry Street, North Sydney - NSW 2055","","1072","Australian Catholic Universities (ACU)","CO-2387","Australian Catholic University (ACU)","2025-11-12","2025-12-30",107,"","1857.2000","185.7200","2042.9200",0.00,"PAID","T-21684","Faults on FIP","21684","COMPLETE","","Callout","R DETECTION"
11557,"U0004058","4100176369","2025-11-12 14:38:57","2025-11-30 03:05:45","Jamie Wright","As per accepted defect quote QD-1714 dated 10-11-2025.","39736","PPIF -  9 George Street, Parramatta, NSW 2150","","","Construction Maintenance Solutions- CMS","CMS","Construction Maintenance Solutions- CMS","2025-11-12","2025-12-30",107,"","460.0000","46.0000","506.0000",0.00,"PAID","T-22181","Inspection of level 3 Fire trip installation (Quote QD-1714)","22181","COMPLETE","","Repair","R DETECTION"
11354,"U0004035","W15043691","2025-11-10 07:12:41","2025-11-30 03:05:45","Jamie Wright","Return to site with new detector , Siemens

Order from algotec

Picked detector from supplier , returned to site replaced detector . Reinstated back to normal","39235","Space 207 - 207 Pacific Highway, St Leonards, NSW 2065","","","Altis Bulky Retail ATF Altis Bulky Sub Trust 4 The Trust Company (Australia) LTD ACF Altis Bulky Sub Trust 4","CO-070","Knight Frank Australia Pty","2025-11-10","2025-12-30",107,"","708.6200","70.8600","779.4800",0.00,"PAID","T-20831","Building A Fire Trip Investigation","20831","COMPLETE","","Callout","R DETECTION"
11353,"U0004034","PO6805609_201010","2025-11-10 07:01:40","2025-11-30 03:05:45","Jamie Wright","Found no fault on fire system no history on panel unable to find cause","39667","Abbott Industrial Centre - Building A - 152 Miller Road, Chester Hill, NSW 2162","","","The Trust Company (Australia) Limited as custodian for Barings Australia Property Pty Ltd ATF Barings IFI Sub Trust 9","CO-038","C.B Richard Ellis Pty Ltd","2025-11-10","2025-12-30",107,"","460.0000","46.0000","506.0000",0.00,"PAID","T-20811","fire indicator panel common fault condition","20811","COMPLETE","","Callout","R DETECTION"
11336,"U0004033","","2025-11-07 13:15:05","2025-12-05 03:10:52","Jamie Wright","Training for staff and security .","39A671","State Library of NSW - 1 Shakespeare Place, Sydney, NSW 2000","","1124","State Library of NSW","CO-2703","Library Council of NSW","2025-11-07","2025-12-30",107,"","330.0000","33.0000","363.0000",0.00,"PAID","T-20165","fire panel training","20165","COMPLETE","","Callout","R DETECTION"
11335,"U0004032","","2025-11-07 13:13:48","2025-11-30 03:05:45","Jamie Wright","Turned up to site found BGA is damaged on. FIP. Will need to replace with Ampac conventional and it needs a cover as well.

Replaced MCP on fip","39875","Costco Casula - 20 Parkers Farm Place, Casula, 2170 NSW","","","Costco Wholesale Australia New Zealand","CO-1742","Costco Wholesale Australia Pty Ltd","2025-11-07","2025-12-30",107,"","460.0000","46.0000","506.0000",0.00,"PAID","T-19119","Replace Break glass - after alarm","19119","COMPLETE","","Callout","R DETECTION"
11334,"U0004031","","2025-11-07 11:18:41","2026-03-11 03:18:18","Jamie Wright","As per accepted defect quote QD-1529 dated 02-10-2025.","39642","Pro-Pac Packaging (BLDG 1) - 147 Newton Road, Wetherill Park, NSW 2164","","485","Kenneth R Moras Property Holdings Pty Ltd","CO-2119","Kenneth R Moras Property Holdings Pty Ltd","2025-11-07","2025-12-30",107,"","1300.0100","130.0000","1430.0100",0.00,"PAID","T-19872","Monthly Testing September 2025 (Quote QD-1529)","19872","COMPLETE","","Repair","R DETECTION"
11333,"U0004030","","2025-11-07 11:16:15","2025-11-30 03:05:45","Jamie Wright","As per accepted defect quote QD-1120 dated 28-07-2025.","39921","Ken Done & Associates - 17 Thurlow Street, Redfern, NSW 2016","","164","X Commercial","CO-1731","DB Property Services Pty Ltd","2025-11-07","2025-12-30",107,"","650.0000","65.0000","715.0000",0.00,"PAID","T-15499","Annual Testing 2025 - Smoke Detector (Quote QD-1120)","15499","COMPLETE","","Repair","R DETECTION"
11332,"U0004029","Purchase Order 559493/ Work Order #320834.","2025-11-07 11:14:23","2025-11-30 03:05:45","Jamie Wright","","39A416 AU019","Goodman AU019 - Transtech Business Park - 12 Mars Road, Lane Cove West, NSW 2066","","","Goodman Property Services (Aust) Pty Limited SC01822","CO-074","Goodman Property Services (Aust) Pty Limited","2025-11-07","2025-12-30",107,"","460.0000","46.0000","506.0000",0.00,"PAID","T-20812","EV chargers fire trip to be tested","20812","COMPLETE","","Callout","R DETECTION"
11331,"U0004028","","2025-11-07 11:12:00","2025-11-30 03:05:45","Jamie Wright","","39612","Prouds Corporate Centre - 12-28 Parramatta Road, Summer Hill, NSW 2130","","684","Prouds Jewellers Pty Ltd","CO-1739","Prouds Jewellers Pty Ltd","2025-11-07","2025-12-30",107,"","460.0000","46.0000","506.0000",0.00,"PAID","T-14006","Broken BGA","14006","COMPLETE","","Callout","R DETECTION"
11330,"U0004027","WO- 307207 PO- 535228","2025-11-07 11:10:08","2025-12-05 03:10:52","Jamie Wright","As per accepted defect quote QD-1015 dated 01-07-2025.","39399 AU181","Goodman AU181 -Homemaker Centre -  49-59 O'Riordan Street, Alexandria, NSW 2015","","","Goodman Property Services (Aust) Pty Limited SC01822","CO-074","Goodman Property Services (Aust) Pty Limited","2025-11-07","2025-12-30",107,"","4282.0000","428.2000","4710.2000",0.00,"PAID","T-15615","APFS Report 2025 - Detection and Warning System (Quote QD-1015)","15615","COMPLETE","","Repair","R DETECTION"
11329,"U0004026","Work Order No: 320676 Purchase Order No: 559270","2025-11-07 11:04:01","2025-12-05 03:10:52","Jamie Wright","As per accepted defect quote QD-1584 dated 15-10-2025.","39A635 A","AU186- RBA - SHP- 1 Tundra Close, Kemps Creek, NSW 2178","","","Goodman Property Services (Aust) Pty Limited SC01822","CO-074","Goodman Property Services (Aust) Pty Limited","2025-11-07","2025-12-30",107,"","978.8000","97.8800","1076.6800",0.00,"PAID","T-20040","Monthly Testing October 2025 (Quote QD-1584)","20040","COMPLETE","","Repair","R DETECTION"
11328,"U0004025","Work Order No: 318889 Purchase Order No: 556276","2025-11-07 10:47:45","2025-12-05 03:10:52","Jamie Wright","As per accepted defect quote QD-1324 dated 29-08-2025.","39A420 AU079","AU079 Greystanes Park East - (BLDG 2) Marshall Batteries/Concept Paints 1 Reconciliation Rise PEMULWUY, 2145, NSW","","","Goodman Property Services (Aust) Pty Limited SC01822","CO-074","Goodman Property Services (Aust) Pty Limited","2025-11-07","2025-12-30",107,"","1080.0000","108.0000","1188.0000",0.00,"PAID","T-20135","Owner agent Defects Report August 2025 (Quote QD-1324)","20135","COMPLETE","","Repair","R DETECTION"
11327,"U0004024","Work Order No: 320657 Purchase Order No: 559213","2025-11-07 10:45:09","2025-12-05 03:10:52","Jamie Wright","As per accepted defect quote QD-1646 dated 24-10-2025.","39753 AU893","Goodman AU893 - Riverwood Business Park - 92-100 Belmore Road, Riverwood, NSW, 2210","","","Goodman Property Services (Aust) Pty Limited SC01822","CO-074","Goodman Property Services (Aust) Pty Limited","2025-11-07","2025-12-30",107,"","1490.0000","149.0000","1639.0000",0.00,"PAID","T-20768","FAS Fault rectification (Quote QD-1646)","20768","COMPLETE","","Repair","R DETECTION"
11326,"U0004023","NSW20251000006","2025-11-07 10:31:01","2025-11-30 03:05:45","Jamie Wright","As per accepted defect quote QD-1321 dated 29-08-2025.","39A121","POLYCELL - 18 Lidco Street, Arndell Park, NSW 2148","","659","Polycell NSW Pty Ltd","CO-1993","Polycell NSW Pty Ltd","2025-11-07","2025-12-30",107,"","13727.1200","1372.7100","15099.8300",0.00,"PAID","T-19705","AFSS Inspection Report August 2025 (Quote QD-1321)","19705","COMPLETE","","Repair","R DETECTION"
11325,"U0004022","WOT0028164","2025-11-07 10:27:02","2025-12-06 03:20:00","Jamie Wright","Carried out inspection on FIP.

No faults found on the panel during testing.

FIP isolated to allow ongoing site works","39A513","ACU - Building 600-650 - 25a Baker Road, Strathfield, NSW 2055","","","Australian Catholic University (ACU)","CO-2387","Australian Catholic University (ACU)","2025-11-07","2025-12-30",107,"","460.0000","46.0000","506.0000",0.00,"PAID","T-20794","FAS fault fire alarm","20794","COMPLETE","","Callout","R DETECTION"
11324,"U0004021","W-00105-000042","2025-11-07 10:21:47","2025-11-30 03:05:45","Jamie Wright","As per accepted defect quote QD-1653 dated 27-10-2025.

We will require to submit a quote to upgrade fire system to rectify the issues and EOL FIP","39380","Costas - 4 Beach Street, Eastern Creek, NSW 2766","","","Lendlease Real Estate Investments Ltd C/- JLL","CO-1513","Jones Lang Lasalle","2025-11-07","2025-12-30",107,"","894.5200","89.4500","983.9700",0.00,"PAID","T-20795","Monthly Testing October 2025 (Quote QD-1653)","20795","COMPLETE","","Repair","R DETECTION"
11323,"U0004020","W15039326","2025-11-07 10:09:33","2025-11-30 03:05:45","Jamie Wright","","39A306","N&A & ACR - 10-12 Distribution Drive, Orchard Hills, NSW 2060","","","TCAL ATF Altis Bulky Sub Trust 3 Erskine Park C/- Knight Frank Australia Pty Ltd","CO-070","Knight Frank Australia Pty","2025-11-07","2025-12-30",107,"","2774.7800","277.4800","3052.2600",0.00,"PAID","T-21914","Faulty OWS system","21914","COMPLETE","","Callout","R DETECTION"
11322,"U0004019","PO431","2025-11-07 10:05:30","2025-11-30 03:05:45","Jamie Wright","As per accepted defect quote QD-1562 dated 09-10-2025.

Removed bell and installed new strobe outside room so it can be seen photos in documents.","39265","Astron Plastics - 6 Brooks Road, Ingleburn, NSW 2565","","1015","HJ & CI Investments Pty Ltd ATF HJ and CI Investment Unit Trust","CO-1543","HJ & CI Investments Pty Ltd","2025-11-07","2025-12-30",107,"","608.6900","60.8700","669.5600",0.00,"PAID","T-20858","AFSS Inspection Report August 2025 (Quote QD-1562)","20858","COMPLETE","","Repair","R DETECTION"
11321,"U0004018","","2025-11-07 10:03:11","2025-11-30 03:05:45","Jamie Wright","Fault is due to Batteries due for replacement in building two
33 AH Batteries
Quote submitted for Battery replacement
Photos and documents","39A562","Tate & TC Boxes - 28 Astoria Street, Marsden Park, NSW 2765","","1046","Ganian Pty Ltd ATF Blacktown Waste & Quarrying Land Unit Trust","CO-2314","Ganian Pty Ltd","2025-11-07","2025-12-30",107,"","460.0000","46.0000","506.0000",0.00,"PAID","T-21026","FAS Fault investigation","21026","COMPLETE","","Callout","R DETECTION"
11320,"U0004017","A20043_2500115","2025-11-07 09:58:55","2026-03-20 03:01:24","Jamie Wright","As per accepted defect quote QD-1531 dated 02-10-2025.","39A495","Baxter - 164 Newton Road, Wetherill Park, NSW 2164","","243","Centuria Property Funds No. 2 Ltd ACF ACN 062 671 872 Pty Ltd  ATF BIPT Marple Ave Sub Trust Level 41, Chifley Tower 2 Chifley Square  SYDNEY NSW 2000","CO-2122","Centuria Property Funds","2025-11-07","2025-12-30",107,"","366.6000","36.6600","403.2600",0.00,"PAID","T-21653","Monthly Testing September 2025 (Quote QD-1531)","21653","COMPLETE","","Repair","R DETECTION"
11290,"U0004016","CWO0661189","2025-11-07 09:06:37","2025-11-30 03:05:45","Jamie Wright","Pics attached alarms , on the 1st November .

Building B , 1st floor.

Reset by fire brigade","39A434","Metrolink Corporate Park - 197-201 Coward Street  Mascot, NSW 2020","","","The Trust Company (Australia) Ltd ATF Ascendas Business Park Trust No.1 C/- Colliers","CO-504","Colliers International","2025-11-07","2025-12-30",107,"","460.0000","46.0000","506.0000",0.00,"PAID","T-21849","investigation of alarms","21849","COMPLETE","","Callout","R DETECTION"
11289,"U0004015","CWO0661194","2025-11-07 09:04:42","2025-11-30 03:05:45","Jamie Wright","Normalised loops 3&4 .

6 faults on FIP , see pics attached
Disconnected devices , module faults .

There’s another fire contractor working onsite on FIP .","39A434","Metrolink Corporate Park - 197-201 Coward Street  Mascot, NSW 2020","","","The Trust Company (Australia) Ltd ATF Ascendas Business Park Trust No.1 C/- Colliers","CO-504","Colliers International","2025-11-07","2025-12-30",107,"","460.0000","46.0000","506.0000",0.00,"PAID","T-21027","Initialising Fault on Fire Panel","21027","COMPLETE","","Callout","R DETECTION"
11288,"U0004014","U0004014","2025-11-07 09:02:36","2025-11-30 03:05:45","Jamie Wright","Checked detectors that went into alarm lvl 4 .BUILDING B .

Found no contamination of detectors .

History on panel,pre alarm on detection before going into alarm .

Unsure of activities on lvl 4 on the 1st November .","39A434","Metrolink Corporate Park - 197-201 Coward Street  Mascot, NSW 2020","","","The Trust Company (Australia) Ltd ATF Ascendas Business Park Trust No.1 C/- Colliers","CO-504","Colliers International","2025-11-07","2025-12-30",107,"","460.0000","46.0000","506.0000",0.00,"PAID","T-21902","Investigation of detectors for alarms","21902","COMPLETE","","Callout","R DETECTION"
11256,"U0004011","W14823636","2025-11-06 14:16:44","2025-12-13 03:03:56","Jade Ogony","","39A497","ACU - Building 533 - 33 Berry Street, North Sydney - NSW 2055","","1072","Australian Catholic Universities (ACU)","CO-2387","Australian Catholic University (ACU)","2025-11-06","2025-12-30",107,"","2280.0000","228.0000","2508.0000",0.00,"PAID","T-13687","Attend to site on Saturday the 19/7/25 to carry out the FFFT. 2025. ","13687","COMPLETE","","Callout","R DETECTION"
11255,"U0004010","102-6109-965","2025-11-06 13:32:24","2025-11-30 03:05:46","Jamie Wright","As per accepted defect quote QD-1694 dated 05-11-2025.
Replaced Batteries as per report

Turned up to the site due to psu fault had to replace power supply and gas suppression system installed new PSU 11 amp power supply system now normal photos and documents","39696","Costco Wholesale - 17-21 Parramatta Road, Auburn, NSW 2141","","280","Costco Wholesale Auburn","CO-1742","Costco Wholesale Australia Pty Ltd","2025-11-06","2025-12-30",107,"","3624.7300","362.4700","3987.2000",0.00,"PAID","T-21905","Monthly Testing October 2025 (Quote QD-1694)","21905","COMPLETE","","Repair","R DETECTION"
11188,"U0004001","CWO0660706","2025-11-05 15:23:47","2025-11-30 03:05:46","Jade Ogony","Emailed Emma for PO - see attached","39A434","Metrolink Corporate Park - 197-201 Coward Street  Mascot, NSW 2020","","","The Trust Company (Australia) Ltd ATF Ascendas Business Park Trust No.1 C/- Colliers","CO-504","Colliers International","2025-11-05","2025-12-30",107,"","460.0000","46.0000","506.0000",0.00,"PAID","T-18248","Fire Door - Pull Down hatch","18248","COMPLETE","","Callout","R DETECTION"
