Task Ref,Task Name,Task Client,Task Property,Task Category,Task Service Group,Task Assigned To,Quoted Cost,Quoted Sell,Quoted Profit,Quoted Margin,Estimated Cost,Estimated Sell,Estimated Hours,Committed Cost,Committed Hours,Revised Cost,Revised Sell,Revised Profit,Revised Margin,Revised Hours,Uninvoiced,Left to be incurred,Billable,Net Billable,Actual Cost,Invoiced,Invoiced Credit,Net Invoiced,Actual Profit,Actual Margin,Actual Hours,Cash Position,Cumulative Actual Cost,Cumulative Net Invoiced,Activity Actual Cost,Activity Net Invoiced
T-11638,APFS Report 2025 - Detection (Quote QD-0508),George Vasili & Nick Vasili C/- CBRE,"Bronson & Jacobs - 70 Marple Avenue, Villawood, NSW 2163",Repair,R DETECTION,Gordon Jenkins,5190.00,7105.15,1915.15,26.95%,5190.00,7105.15,13.25,0.00,0.00,5190.00,7105.15,1915.15,26.95%,13.25,7105.15,5190.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00
T-14789,PM2025/06 R DETECTION (39A501 AU870) ,Goodman Property Services (Aust) Pty Limited SC01822,"Goodman AU870 - Chep - 13-15 Interchange Drive, Eastern Creek - NSW 2766",I&T,R DETECTION,,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00
T-33570,Change Panel password to factory,Goodman Property Services (Aust) Pty Limited SC01822,"Goodman - AU821 City West Office Park - Buildings B & C 33-35 Saunders Street PYRMONT, 2009,",Callout,R DETECTION,Nu Unasa,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,286.00,0.00,-286.00,,0.00,0.00,0.00,0.00,0.00,286.00,0.00,0.00,0.00,-286.00,,2.20,-286.00,286.00,0.00,0.00,0.00
T-23414,FAS Fault on FIP,Ganian Pty Ltd ATF Blacktown Waste & Quarrying Land Unit Trust,"Tate & TC Boxes - 28 Astoria Street, Marsden Park, NSW 2765",Callout,R DETECTION,Gordon Jenkins,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,260.00,460.00,200.00,43.48%,0.00,460.00,0.00,460.00,460.00,260.00,0.00,0.00,0.00,-260.00,,2.00,-260.00,260.00,0.00,0.00,0.00
T-33860,Critical defect - monthly testing (Quote QD-2459),C/- Colliers Int’l Pty Ltd,"City of Parramatta Council - 9 Wentworth Street, Parramatta, NSW 2150",Repair,R DETECTION,Nu Unasa,420.00,520.00,100.00,19.23%,0.00,520.00,0.00,400.83,3.08,920.83,520.00,-400.83,-77.08%,3.08,520.00,400.83,0.00,0.00,520.00,0.00,0.00,0.00,-520.00,,4.00,-520.00,520.00,0.00,0.00,0.00
T-32771,Lisa has called requesting attendance to investigate alarms ringing and water spraying in the 2c li…,Goodman Property Services (Aust) Pty Limited  SC01822,"Goodman AU106 - M5 Industry Park - Building 2B/2C - 1 Moorebank Avenue, MoorebankNSW 2071",Callout,R DETECTION,Kerry Waite,0.00,0.00,0.00,,0.00,0.00,0.00,255.67,1.97,1148.33,460.00,-688.33,-149.64%,1.97,460.00,255.67,460.00,460.00,892.66,0.00,0.00,0.00,-892.66,,6.87,-892.66,892.66,0.00,0.00,0.00
T-37798,PM2026/04 Annual R DETECTION (39A686) ,FlameSafe Warranty (Contracts),"DLP Bisley Workwear (The Yards) Gudyung Close, Kemps Creek, NSW 2178",I&T,R DETECTION,,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00
T-20626,FIP Fault ,Lendlease Real Estate Investments Ltd C/- JLL,"49 Hotham Parade, Artarmon, NSW 2064",Callout,R DETECTION,Nu Unasa,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,112.67,460.00,347.33,75.51%,0.00,460.00,0.00,460.00,460.00,112.67,0.00,0.00,0.00,-112.67,,0.87,-112.67,112.67,0.00,0.00,0.00
T-14463,APFS Report 2025 - Detection and OWS (Quote QD-0949),Kraft-Heinz Co Australia Ltd,"Kraft Heinz - 92-96 Station Road, Seven Hills, NSW 2147",Repair,R DETECTION,John Minai,8180.00,10484.00,2304.00,21.98%,7393.50,10484.00,0.02,0.00,0.00,8180.00,10484.00,2304.00,21.98%,0.02,10484.00,7393.50,0.00,0.00,786.50,0.00,0.00,0.00,-786.50,,6.05,-786.50,786.50,0.00,0.00,0.00
T-28883,Fire Alarm investigation,Goodman Property Services (Aust) Pty Limited SC01822,"Goodman AU150 - Forestridge Business Park - 14 Acquatic Drive Frenchs Forest, NSW 2086",Callout,R DETECTION,John Minai,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,305.50,460.00,154.50,33.59%,0.00,0.00,0.00,0.00,0.00,305.50,460.00,0.00,460.00,154.50,33.59%,2.35,154.50,305.50,460.00,0.00,0.00
T-35010,PM2026/04 Six-monthly R DETECTION (39A513) (Delta Fire Australasia Pty Ltd),Australian Catholic Universities (ACU),"ACU - Building 600-650 - 25a Baker Road, Strathfield, NSW 2055",I&T,R DETECTION,,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00
T-39832,SQ-0774 Works,GPT RE Limited,,Repair,R DETECTION,Gordon Jenkins,105.00,165.00,60.00,36.36%,105.00,165.00,0.00,0.00,0.00,105.00,165.00,60.00,36.36%,0.00,165.00,105.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00
T-36664,Faults on FIP,Sterilisation Technologies Australia Pty Ltd,"Frutex - 20 St Albans Road, Kingsgrove, NSW 2208",Callout,R DETECTION,Darren Brailey,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,342.33,460.00,117.67,25.58%,0.00,460.00,0.00,460.00,460.00,342.33,0.00,0.00,0.00,-342.33,,2.63,-342.33,342.33,0.00,0.00,0.00
T-14358,5 Yearly Detection/Warning System,Jones Lang LaSalle (NSW) Pty Ltd,"Visy Recycling - 112 Euston Road, Alexandria, NSW 2015",Repair,R DETECTION,,0.00,0.00,0.00,,0.00,4500.00,0.00,0.00,0.00,58.50,4500.00,4441.50,98.70%,0.00,4500.00,0.00,0.00,0.00,58.50,0.00,0.00,0.00,-58.50,,0.45,-58.50,58.50,0.00,0.00,0.00
T-39833,SQ-0773 Works,GPT RE Limited,,Repair,R DETECTION,Gordon Jenkins,105.00,165.00,60.00,36.36%,105.00,165.00,0.00,0.00,0.00,105.00,165.00,60.00,36.36%,0.00,165.00,105.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00
T-19049,5 Yearly Detection and Warning System (Quote QD-1315),Knight Frank,"Compass Centre - 85 North Terrace Bankstown, NSW 2200",Repair,R DETECTION,,2395.00,3104.00,709.00,22.84%,2395.00,3104.00,14.50,0.00,0.00,2395.00,3104.00,709.00,22.84%,14.50,3104.00,2395.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00
T-22697,Bld 4 Networks Issue,Goodman Property Services (Aust) Pty Limited  SC01822,"Goodman AU106 - M5 Industry Park - Building 4 - 1 Moorebank Avenue, Moorebank NSW 2071",Callout,R DETECTION,Gordon Jenkins,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,460.00,460.00,100.00%,0.00,460.00,0.00,460.00,460.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00
T-31064,Clean Wagner Pipes and replace filters,FlameSafe Warranty (Contracts),"Building M - 813-913 Wallgrove Road (Momentum Drive), Eastern Creek DHL",Callout,R DETECTION,Nu Unasa,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,3367.00,0.00,-3367.00,,0.00,0.00,0.00,0.00,0.00,3367.00,0.00,0.00,0.00,-3367.00,,25.90,-3367.00,3367.00,0.00,0.00,0.00
T-07541,5 Yearly detection and warning system,Lendlease Funds Management Ltd,"Zirco Data -  1 Johnson Road, Campbelltown, NSW 2560",Callout,R DETECTION,,0.00,0.00,0.00,,105.00,0.00,0.00,0.00,0.00,105.00,130.00,25.00,19.23%,0.00,130.00,105.00,130.00,130.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00
T-25090,Monthly Fire Indicator faults (Quote QD-1862),LSH Auto (Sydney) Pty Ltd,"Mercedes Benz - 43-47 O’Riordan Street, Alexandria, NSW 2015",Repair,R DETECTION,Nu Unasa,570.00,734.00,164.00,22.34%,92.00,734.00,1.00,268.00,0.00,672.01,734.00,61.99,8.45%,1.00,734.00,360.00,0.00,0.00,312.01,0.00,0.00,0.00,-312.01,,2.40,-312.01,312.01,0.00,0.00,0.00
T-37163,Fire Panel from 5.30pm ,York II Sub Trust,"1 YORK - 1 York Street, Sydney, NSW 2000",Callout,R DETECTION,Hugo,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,910.00,0.00,-910.00,,0.00,0.00,0.00,0.00,0.00,910.00,0.00,0.00,0.00,-910.00,,7.00,-910.00,910.00,0.00,0.00,0.00
T-28579,AFSS Inspection report December 2025 (Quote QD-1978),7 Box Sub TC Pty Ltd ATF 7 Box Sub Trust,"7 Box Road, Taren Point, NSW 2229",Repair,R DETECTION,John Minai,525.00,650.00,125.00,19.23%,525.00,650.00,0.00,0.00,0.00,525.00,650.00,125.00,19.23%,0.00,650.00,525.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00
T-22187,Faulty break glass unit near the fire door,Australian Catholic Universities (ACU),"ACU - Building 600-650 - 25a Baker Road, Strathfield, NSW 2055",Callout,R DETECTION,Nu Unasa,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,424.67,460.00,35.33,7.68%,0.00,460.00,0.00,460.00,460.00,424.67,0.00,0.00,0.00,-424.67,,3.27,-424.67,424.67,0.00,0.00,0.00
T-20077,faults on the Fire Indicator panel ,The Trustee for Gemstone Lane Cove Asset,"11-13 Orion Road, Lane Cove West, NSW 2066",Callout,R DETECTION,Nu Unasa,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,460.00,460.00,100.00%,0.00,460.00,0.00,460.00,460.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00
T-10320,WARRANTY - BLOCK PLAN,"ESSC, REM Colliers International","By the Bay Investments - 2 Giffnock Avenue, North Ryde, 2113",Callout,R DETECTION,Jade Ogony,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00
T-17666,APFS Report 2025 - Strobe and BGA (Quote QD-1332),Jones Lang LaSalle (NSW) Pty Ltd,"Costas - 4 Beach Street, Eastern Creek, NSW 2766",Repair,R DETECTION,Nu Unasa,1870.00,2267.88,397.88,17.54%,1870.00,2267.88,0.00,0.00,0.00,1870.00,2267.88,397.88,17.54%,0.00,2267.88,1870.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00
T-33490,End Of Life Fire Indicator Panel Replacement (Quote QD-2368 - FIP),Lendlease Real Estate Investments Ltd C/- JLL,"Costas - 4 Beach Street, Eastern Creek, NSW 2766",Repair,R DETECTION,Nu Unasa,22165.59,29772.42,7606.83,25.55%,21695.42,29772.42,18.02,0.00,0.00,22165.59,29772.42,7606.83,25.55%,18.02,29772.42,21695.42,0.00,0.00,470.17,0.00,0.00,0.00,-470.17,,3.62,-470.17,470.17,0.00,0.00,0.00
T-32774,Annual Testing investigation/repairs (Quote QD-2255),Vassk Investments Pty Ltd ATF Greenhills Estate Unit Trust C/-CBRE,"Toll - 11A Greenhills Avenue, Moorebank, NSW 2170",Repair,R DETECTION,Gordon Jenkins,1900.00,2388.01,488.01,20.44%,1581.51,2388.01,0.00,0.00,0.00,1900.00,2388.01,488.01,20.44%,0.00,2388.01,1581.51,0.00,0.00,318.49,0.00,0.00,0.00,-318.49,,2.45,-318.49,318.49,0.00,0.00,0.00
T-16566,PM2025/09 R DETECTION (39753 AU893) ,Goodman Property Services (Aust) Pty Limited SC01822,"Goodman AU893 - Riverwood Business Park - 92-100 Belmore Road, Riverwood, NSW, 2210",I&T,R DETECTION,,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00
T-32351,Defect raised during our recent 6 monthly sprinkler alarm valve testing. SPRK 2026. (Quote QD-2379),Goodman Property Services (Aust) Pty Limited SC01822,"Goodman AU002 - Slough Business Park - Block A Units 1-10 - 2 Slough Road, Silverwater, NSW 2128",Repair,R DETECTION,Gordon Jenkins,525.00,650.00,125.00,19.23%,0.00,650.00,0.00,378.00,0.00,1264.17,650.00,-614.17,-94.49%,0.00,650.00,378.00,0.00,0.00,886.17,0.00,0.00,0.00,-886.17,,6.82,-886.17,886.17,0.00,0.00,0.00
T-32782,Replace ceiling tile,Asia Property AU 1 ATF the Concerto Camellia Property Trust,"11A & 11B Grand Avenue, Camellia, NSW 2142",Callout,R DETECTION,Hugo,0.00,0.00,0.00,,0.00,0.00,0.00,130.00,1.00,130.00,460.00,330.00,71.74%,1.00,460.00,130.00,460.00,460.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00
T-14810,PM2025/08 R DETECTION (39A513) ,Australian Catholic Universities (ACU),"ACU - Building 600-650 - 25a Baker Road, Strathfield, NSW 2055",I&T,R DETECTION,,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00
T-12584,APFS Report and Annual testing 2025 - (Quote QD-0845),Net Strata,"SP 76299 -  228-234 Pacific Highway, Greenwich, NSW 2065",Repair,R DETECTION,Nu Unasa,2580.00,3302.00,722.00,21.87%,2491.17,3302.00,12.00,0.00,0.00,2580.00,3302.00,722.00,21.87%,12.00,3302.00,2491.17,0.00,0.00,88.83,0.00,0.00,0.00,-88.83,,0.68,-88.83,88.83,0.00,0.00,0.00
T-07533,5 Yearly Detection and Warning System,Jones Lang LaSalle (NSW) Pty Ltd,"28 Percival Road, Smithfield, NSW 2164",Callout,R DETECTION,,0.00,0.00,0.00,,0.00,3300.00,0.00,0.00,0.00,0.00,3300.00,3300.00,100.00%,0.00,3300.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00
T-24166,PM2025/12 R DETECTION (39753 AU893) ,Goodman Property Services (Aust) Pty Limited SC01822,"Goodman AU893 - Riverwood Business Park - 92-100 Belmore Road, Riverwood, NSW, 2210",I&T,R DETECTION,,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00
T-34621,EWIS panel showing fault and audible alarm,Stanton Hillier Parker,"Blacktown City Council - 81-85 Flushcombe Road, Blacktown, NSW 2148",Callout,R DETECTION,Gordon Jenkins,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,301.17,460.00,158.83,34.53%,0.00,460.00,0.00,460.00,460.00,301.17,0.00,0.00,0.00,-301.17,,2.32,-301.17,301.17,0.00,0.00,0.00
T-17576,PM2025/08 R DETECTION (39318) ,Valensole Home Units Pty Ltd,"Valensole Home Units - 22 Greenoaks Avenue, Darling Point, NSW 2027",I&T,R DETECTION,Haider Al-Heyoury,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00
T-39012,Callout - Failed OWS ,Goodman Property Services (Aust) Pty Limited  SC01822,"Goodman AU106 - M5 Industry Park - Building 1 -  1 Moorebank Avenue, Moorebank, NSW 2170",Callout,R DETECTION,Gordon Jenkins,0.00,0.00,0.00,,0.00,0.00,0.00,260.00,2.00,260.00,460.00,200.00,43.48%,2.00,460.00,260.00,460.00,460.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00
T-33494,FIP Critical defects (Quote QD-2437),Altis Bulky Retail ATF Altis Bulky Sub Trust 4 The Trust Company (Australia) LTD ACF Altis Bulky Sub Trust 4,"Space 207 - 207 Pacific Highway, St Leonards, NSW 2065",Repair,R DETECTION,John Minai,840.00,1040.00,200.00,19.23%,0.00,1040.00,0.00,847.17,6.52,1716.00,1040.00,-676.00,-65.00%,6.52,1040.00,847.17,0.00,0.00,868.83,0.00,0.00,0.00,-868.83,,6.68,-868.83,868.83,0.00,0.00,0.00
T-33911,Attend to site Monday the 9/3/2026 for 1pm to carry out a one off test to the sprinkler systems x 2…,C/- Savills (NSW) Pty Ltd,"80 Borrowdale Way, Cranebrook",I&T,R DETECTION,Gordon Jenkins,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,264.34,460.00,195.66,42.53%,0.00,460.00,0.00,460.00,460.00,264.34,0.00,0.00,0.00,-264.34,,2.03,-264.34,264.34,0.00,0.00,0.00
T-26708,AFSS Inspection report Nov 2025 FIP (Quote QD-1896),Goodman Property Services (Aust) Pty Limited SC01822,"Goodman AU546 - Interlink Industrial Estate - 28 Sarah Andrew Close, Erskine Park, NSW 2759",Repair,R DETECTION,Gordon Jenkins,2958.46,3555.92,597.46,16.80%,2533.79,3555.92,0.02,99.67,0.77,2958.46,3555.92,597.46,16.80%,0.77,3555.92,2633.46,0.00,0.00,325.00,0.00,0.00,0.00,-325.00,,2.50,-325.00,325.00,0.00,0.00,0.00
T-39040,SQ-0637 Works,Goodman Property Services (Aust) Pty Limited SC01822,"Goodman AU019 - Transtech Business Park - 12 Mars Road, Lane Cove West, NSW 2066",Repair,R DETECTION,,3860.00,4972.00,1112.00,22.37%,3860.00,4972.00,0.00,0.00,0.00,3860.00,4972.00,1112.00,22.37%,0.00,4972.00,3860.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00
T-27125,PM2026/01 R DETECTION (39A501 AU870) ,Goodman Property Services (Aust) Pty Limited SC01822,"Goodman AU870 - Chep - 13-15 Interchange Drive, Eastern Creek - NSW 2766",I&T,R DETECTION,,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00
T-34400,Unit 9 smoke beam detector L11M014,Cambooya Properties C/o Knight Frank Australia Pty Ltd,"Gateway Business Park - Unit 3/9/10 - 63-79 Parramatta Road, Silverwater, NSW 2128",Callout,R DETECTION,Gordon Jenkins,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,195.00,460.00,265.00,57.61%,0.00,460.00,0.00,460.00,460.00,195.00,0.00,0.00,0.00,-195.00,,1.50,-195.00,195.00,0.00,0.00,0.00
T-26206,Inspect zone block plan and programming (Quote QD-1971),Goodman Property Services (Aust) Pty Limited SC01822,"Goodman AU877 - Silverwater D/C - Light & Wonder - 4 Newington Road, Silverwater, NSW 1044",Repair,R DETECTION,Gordon Jenkins,840.00,1040.00,200.00,19.23%,252.84,1040.00,0.00,0.00,0.00,840.00,1040.00,200.00,19.23%,0.00,1040.00,252.84,0.00,0.00,587.16,0.00,0.00,0.00,-587.16,,4.52,-587.16,587.16,0.00,0.00,0.00
T-09968,APFS Report 2025 - Detection (Quote QD-0577),Vanessa Aus Sub TC Pty Ltd ATF Vanessa Aus Sub Trust C/- CBRE Pty Ltd NSW Rents Trust,"1A The Crescent,  Kingsgrove, NSW 2208",Repair,R DETECTION,Nu Unasa,3625.00,4195.00,570.00,13.59%,3315.00,4195.00,0.02,296.60,0.00,3611.60,4195.00,583.40,13.91%,0.02,4195.00,3611.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00
T-14357,5 Yearly Detection/Warning System,Lendlease Funds Management Ltd,"Zirco Data -  1 Johnson Road, Campbelltown, NSW 2560",Repair,R DETECTION,,0.00,0.00,0.00,,0.00,6400.00,0.00,0.00,0.00,0.00,6400.00,6400.00,100.00%,0.00,6400.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00
T-21019,Faulty detector replacement (Quote QD-1662),Goodman Fielder Consumer Foods Pty Ltd,"Goodman Fielder - 16 Templar Rd, Erskine Park, NSW 2759",Repair,R DETECTION,Gordon Jenkins,1455.00,1893.00,438.00,23.14%,1294.67,1893.00,0.02,0.00,0.00,1455.00,1893.00,438.00,23.14%,0.02,1893.00,1294.67,0.00,0.00,160.33,0.00,0.00,0.00,-160.33,,1.23,-160.33,160.33,0.00,0.00,0.00
T-35708,AFSS Defect report January 2026 (Quote QD-2282 - FIP),Intera Group,"NIMBE - 39-47 Regent Street, Chippendale, NSW 2008",Repair,R DETECTION,Nu Unasa,546.07,700.10,154.03,22.00%,546.07,700.10,0.00,0.00,0.00,546.07,700.10,154.03,22.00%,0.00,700.10,546.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00
T-15521,Supply MCP Test keys,Charter Hall Portfolio,"Retail Centre Specialty stores - 717 Anzac Parade MAROUBRA, 2035",Billing,R DETECTION,,0.00,0.00,0.00,,0.00,0.00,0.00,26.66,0.00,26.66,0.00,-26.66,,0.00,0.00,26.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00
T-33077,PM2026/03 R DETECTION (39A501 AU870) ,Goodman Property Services (Aust) Pty Limited SC01822,"Goodman AU870 - Chep - 13-15 Interchange Drive, Eastern Creek - NSW 2766",I&T,R DETECTION,,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00
T-30824,Fault investigation (Quote QD-2234 - FIP),Goodman Property Services (Aust) Pty Limited SC01822,"Goodman AU002 - Slough Business Park - 2 Slough Avenue, Silverwater, NSW, 2128",Repair,R DETECTION,Nu Unasa,2715.00,3435.01,720.01,20.96%,1629.50,3435.01,0.02,0.00,0.00,2715.00,3435.01,720.01,20.96%,0.02,3435.01,1629.50,0.00,0.00,1085.50,0.00,0.00,0.00,-1085.50,,8.35,-1085.50,1085.50,0.00,0.00,0.00
T-33436,fault notification from the fire panel inspection,Veolia Water Operations Pty Ltd,"Veolia Water Treatment Plant -  1 East Parade, Fairfield, NSW 2165",Callout,R DETECTION,Gordon Jenkins,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,112.67,460.00,347.33,75.51%,0.00,460.00,0.00,460.00,460.00,112.67,0.00,0.00,0.00,-112.67,,0.87,-112.67,112.67,0.00,0.00,0.00
T-32685,Inspection of program,FlameSafe Warranty (Contracts),"(AU642) 70 Euston Road, Alexandria",Callout,R DETECTION,John Minai,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,216.66,0.00,-216.66,,0.00,0.00,0.00,0.00,0.00,216.66,0.00,0.00,0.00,-216.66,,1.67,-216.66,216.66,0.00,0.00,0.00
T-16614,PM2025/09 R DETECTION (39A513) ,Australian Catholic Universities (ACU),"ACU - Building 600-650 - 25a Baker Road, Strathfield, NSW 2055",I&T,R DETECTION,,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00
T-35245,reset AC trips on FIP,Goodman Property Services (Aust) Pty Limited SC01822,"Goodman AU543 - 33-38 Quarry Road (Bld B, Bld C & Bld D), Erskine Park, NSW 2759",Callout,R DETECTION,Hugo,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,738.84,580.00,-158.84,-27.39%,0.00,580.00,0.00,580.00,580.00,738.84,0.00,0.00,0.00,-738.84,,3.47,-738.84,738.84,0.00,0.00,0.00
T-19704,Annual Testing 2025- FIP/OWS (Quote QD-1143),The Kitchenary Pty Ltd,"The Kitchenary - 27 Holbeche Road, Arndell Park, NSW 2148",Repair,R DETECTION,Gordon Jenkins,3175.52,4030.39,854.87,21.21%,3175.52,4030.39,0.02,0.00,0.00,3175.52,4030.39,854.87,21.21%,0.02,4030.39,3175.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00
T-08701,PM2025/03 Servicing - Detection (39A337) ,Sydney Trains,"(ROC) Rail Operations Centre - Mandible & Wyndham Street, Alexandria, NSW 2015",I&T,R DETECTION,Darren Brailey,0.00,0.00,0.00,,0.00,0.00,0.00,223.17,1.72,223.17,1860.00,1636.83,88.00%,1.72,1860.00,223.17,1860.00,1860.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00
T-12842,Fault on Panel,Royal Life Saving NSW,"Royal Life Saving Academy - 47 Lovell Road, Denistone East, NSW 2112",Callout,R DETECTION,John Minai,0.00,0.00,0.00,,38.83,460.00,0.00,0.00,0.00,210.00,920.00,710.00,77.17%,0.00,920.00,38.83,460.00,460.00,171.17,0.00,0.00,0.00,-171.17,,1.32,-171.17,171.17,0.00,0.00,0.00
T-26599,Alarms  & Faults on Panel Speak to Ruth 0410 245 138,Quality Green Metro Pty Ltd as Trustee for Quality Green Metro Unity Trust,"3M - 1A Rivett Road, North Ryde, NSW 2113",Callout,R DETECTION,Ryan Robinson,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,390.00,460.00,70.00,15.22%,0.00,460.00,0.00,460.00,460.00,390.00,0.00,0.00,0.00,-390.00,,3.00,-390.00,390.00,0.00,0.00,0.00
T-38875,Crest contractors to do the re-test.,Goodman Property Services (Aust) Pty Limited SC01822,"Goodman AU019 - Transtech Business Park - 12 Mars Road, Lane Cove West, NSW 2066",Callout,R DETECTION,Gordon Jenkins,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00
T-33543,39A497 (Service Quote SQ-0628),Knight Frank,"ACU - Building 533 - 33 Berry Street, North Sydney - NSW 2055",Repair,R DETECTION,Nu Unasa,630.00,1160.00,530.00,45.69%,0.00,0.00,0.00,0.00,0.00,1040.00,1740.00,700.00,40.23%,0.00,1740.00,0.00,1740.00,1740.00,1040.00,0.00,0.00,0.00,-1040.00,,4.00,-1040.00,1040.00,0.00,0.00,0.00
